language,exercise,topic
DEPRECATED.javascript,pascals-triangle,text_formatting
DEPRECATED.javascript,secret-handshake,algorithms
DEPRECATED.javascript,secret-handshake,arrays
DEPRECATED.javascript,secret-handshake,bitwise_operations
DEPRECATED.javascript,secret-handshake,control_flow_conditionals
DEPRECATED.javascript,secret-handshake,control_flow_loops
DEPRECATED.javascript,secret-handshake,games
DEPRECATED.javascript,rotational-cipher,cryptography
DEPRECATED.javascript,rotational-cipher,integers
DEPRECATED.javascript,rotational-cipher,strings
DEPRECATED.javascript,grade-school,arrays
DEPRECATED.javascript,grade-school,maps
DEPRECATED.javascript,grade-school,sorting
DEPRECATED.javascript,robot-name,control_flow_conditionals
DEPRECATED.javascript,robot-name,exception_handling
DEPRECATED.javascript,robot-name,randomness
DEPRECATED.javascript,robot-name,regular_expressions
DEPRECATED.javascript,robot-name,sets
DEPRECATED.javascript,wordy,control_flow_conditionals
DEPRECATED.javascript,wordy,control_flow_loops
DEPRECATED.javascript,wordy,exception_handling
DEPRECATED.javascript,wordy,parsing
DEPRECATED.javascript,wordy,pattern_recognition
DEPRECATED.javascript,wordy,regular_expressions
DEPRECATED.javascript,wordy,strings
DEPRECATED.javascript,list-ops,data_structures
DEPRECATED.javascript,list-ops,lists
DEPRECATED.javascript,list-ops,recursion
DEPRECATED.javascript,rational-numbers,algorithms
DEPRECATED.javascript,rational-numbers,floating_point_numbers
DEPRECATED.javascript,rational-numbers,mathematics
DEPRECATED.javascript,hamming,control_flow_conditionals
DEPRECATED.javascript,hamming,control_flow_loops
DEPRECATED.javascript,hamming,equality
DEPRECATED.javascript,hamming,strings
DEPRECATED.javascript,run-length-encoding,control_flow_conditionals
DEPRECATED.javascript,run-length-encoding,exception_handling
DEPRECATED.javascript,run-length-encoding,parsing
DEPRECATED.javascript,run-length-encoding,pattern_recognition
DEPRECATED.javascript,run-length-encoding,regular_expressions
DEPRECATED.javascript,run-length-encoding,strings
DEPRECATED.javascript,run-length-encoding,text_formatting
DEPRECATED.javascript,isogram,filtering
DEPRECATED.javascript,isogram,strings
DEPRECATED.javascript,beer-song,control_flow_conditionals
DEPRECATED.javascript,beer-song,control_flow_loops
DEPRECATED.javascript,beer-song,strings
DEPRECATED.javascript,phone-number,parsing
DEPRECATED.javascript,phone-number,transforming
DEPRECATED.javascript,anagram,filtering
DEPRECATED.javascript,anagram,strings
DEPRECATED.javascript,food-chain,algorithms
DEPRECATED.javascript,food-chain,text_formatting
DEPRECATED.javascript,etl,control_flow_loops
DEPRECATED.javascript,etl,integers
DEPRECATED.javascript,etl,maps
DEPRECATED.javascript,etl,transforming
DEPRECATED.javascript,sublist,arrays
DEPRECATED.javascript,sublist,lists
DEPRECATED.javascript,grains,control_flow_loops
DEPRECATED.javascript,grains,integers
DEPRECATED.javascript,grains,mathematics
DEPRECATED.javascript,triangle,control_flow_conditionals
DEPRECATED.javascript,triangle,control_flow_loops
DEPRECATED.javascript,triangle,exception_handling
DEPRECATED.javascript,triangle,integers
DEPRECATED.javascript,triangle,mathematics
DEPRECATED.javascript,clock,dates
DEPRECATED.javascript,clock,globalization
DEPRECATED.javascript,clock,time
DEPRECATED.javascript,perfect-numbers,arrays
DEPRECATED.javascript,perfect-numbers,control_flow_conditionals
DEPRECATED.javascript,perfect-numbers,control_flow_loops
DEPRECATED.javascript,perfect-numbers,integers
DEPRECATED.javascript,perfect-numbers,mathematics
DEPRECATED.javascript,word-count,control_flow_loops
DEPRECATED.javascript,word-count,lists
DEPRECATED.javascript,word-count,regular_expressions
DEPRECATED.javascript,word-count,strings
DEPRECATED.javascript,word-count,unicode
DEPRECATED.javascript,acronym,control_flow_loops
DEPRECATED.javascript,acronym,regular_expressions
DEPRECATED.javascript,acronym,strings
DEPRECATED.javascript,acronym,transforming
DEPRECATED.javascript,scrabble-score,control_flow_conditionals
DEPRECATED.javascript,scrabble-score,control_flow_loops
DEPRECATED.javascript,scrabble-score,maps
DEPRECATED.javascript,scrabble-score,strings
DEPRECATED.javascript,roman-numerals,control_flow_conditionals
DEPRECATED.javascript,roman-numerals,control_flow_loops
DEPRECATED.javascript,roman-numerals,mathematics
DEPRECATED.javascript,roman-numerals,pattern_recognition
DEPRECATED.javascript,roman-numerals,transforming
DEPRECATED.javascript,circular-buffer,arrays
DEPRECATED.javascript,circular-buffer,control_flow_conditionals
DEPRECATED.javascript,circular-buffer,control_flow_loops
DEPRECATED.javascript,circular-buffer,data_structures
DEPRECATED.javascript,circular-buffer,exception_handling
DEPRECATED.javascript,circular-buffer,lists
DEPRECATED.javascript,raindrops,control_flow_conditionals
DEPRECATED.javascript,raindrops,integers
DEPRECATED.javascript,raindrops,strings
DEPRECATED.javascript,raindrops,transforming
DEPRECATED.javascript,allergies,arrays
DEPRECATED.javascript,allergies,bitwise_operations
DEPRECATED.javascript,allergies,control_flow_conditionals
DEPRECATED.javascript,allergies,control_flow_loops
DEPRECATED.javascript,strain,algorithms
DEPRECATED.javascript,strain,arrays
DEPRECATED.javascript,strain,callbacks
DEPRECATED.javascript,strain,control_flow_conditionals
DEPRECATED.javascript,strain,control_flow_loops
DEPRECATED.javascript,strain,filtering
DEPRECATED.javascript,strain,lists
DEPRECATED.javascript,atbash-cipher,algorithms
DEPRECATED.javascript,atbash-cipher,arrays
DEPRECATED.javascript,atbash-cipher,control_flow_conditionals
DEPRECATED.javascript,atbash-cipher,control_flow_loops
DEPRECATED.javascript,atbash-cipher,regular_expressions
DEPRECATED.javascript,atbash-cipher,text_formatting
DEPRECATED.javascript,accumulate,algorithms
DEPRECATED.javascript,accumulate,callbacks
DEPRECATED.javascript,accumulate,control_flow_loops
DEPRECATED.javascript,accumulate,lists
DEPRECATED.javascript,crypto-square,algorithms
DEPRECATED.javascript,crypto-square,arrays
DEPRECATED.javascript,crypto-square,control_flow_conditionals
DEPRECATED.javascript,crypto-square,control_flow_loops
DEPRECATED.javascript,crypto-square,regular_expressions
DEPRECATED.javascript,crypto-square,sorting
DEPRECATED.javascript,crypto-square,text_formatting
DEPRECATED.javascript,crypto-square,transforming
DEPRECATED.javascript,trinary,control_flow_conditionals
DEPRECATED.javascript,trinary,control_flow_loops
DEPRECATED.javascript,trinary,integers
DEPRECATED.javascript,trinary,mathematics
DEPRECATED.javascript,trinary,regular_expressions
DEPRECATED.javascript,trinary,strings
DEPRECATED.javascript,sieve,control_flow_conditionals
DEPRECATED.javascript,sieve,control_flow_loops
DEPRECATED.javascript,sieve,integers
DEPRECATED.javascript,sieve,mathematics
DEPRECATED.javascript,sieve,recursion
DEPRECATED.javascript,octal,control_flow_conditionals
DEPRECATED.javascript,octal,control_flow_loops
DEPRECATED.javascript,octal,integers
DEPRECATED.javascript,octal,mathematics
DEPRECATED.javascript,octal,regular_expressions
DEPRECATED.javascript,octal,strings
DEPRECATED.javascript,luhn,control_flow_conditionals
DEPRECATED.javascript,luhn,control_flow_loops
DEPRECATED.javascript,luhn,integers
DEPRECATED.javascript,luhn,mathematics
DEPRECATED.javascript,luhn,strings
DEPRECATED.javascript,pig-latin,control_flow_conditionals
DEPRECATED.javascript,pig-latin,control_flow_loops
DEPRECATED.javascript,pig-latin,games
DEPRECATED.javascript,pig-latin,regular_expressions
DEPRECATED.javascript,pig-latin,strings
DEPRECATED.javascript,pig-latin,transforming
DEPRECATED.javascript,pythagorean-triplet,algorithms
DEPRECATED.javascript,pythagorean-triplet,control_flow_conditionals
DEPRECATED.javascript,pythagorean-triplet,control_flow_loops
DEPRECATED.javascript,pythagorean-triplet,integers
DEPRECATED.javascript,pythagorean-triplet,mathematics
DEPRECATED.javascript,series,control_flow_loops
DEPRECATED.javascript,series,exception_handling
DEPRECATED.javascript,series,strings
DEPRECATED.javascript,series,text_formatting
DEPRECATED.javascript,difference-of-squares,algorithms
DEPRECATED.javascript,difference-of-squares,control_flow_loops
DEPRECATED.javascript,difference-of-squares,integers
DEPRECATED.javascript,difference-of-squares,mathematics
DEPRECATED.javascript,proverb,arrays
DEPRECATED.javascript,proverb,control_flow_conditionals
DEPRECATED.javascript,proverb,control_flow_loops
DEPRECATED.javascript,proverb,optional_values
DEPRECATED.javascript,proverb,strings
DEPRECATED.javascript,proverb,text_formatting
DEPRECATED.javascript,flatten-array,arrays
DEPRECATED.javascript,flatten-array,recursion
DEPRECATED.javascript,hexadecimal,control_flow_conditionals
DEPRECATED.javascript,hexadecimal,control_flow_loops
DEPRECATED.javascript,hexadecimal,integers
DEPRECATED.javascript,hexadecimal,mathematics
DEPRECATED.javascript,hexadecimal,regular_expressions
DEPRECATED.javascript,hexadecimal,strings
DEPRECATED.javascript,largest-series-product,control_flow_conditionals
DEPRECATED.javascript,largest-series-product,control_flow_loops
DEPRECATED.javascript,largest-series-product,exception_handling
DEPRECATED.javascript,largest-series-product,integers
DEPRECATED.javascript,largest-series-product,mathematics
DEPRECATED.javascript,largest-series-product,regular_expressions
DEPRECATED.javascript,largest-series-product,strings
DEPRECATED.javascript,kindergarten-garden,arrays
DEPRECATED.javascript,kindergarten-garden,control_flow_conditionals
DEPRECATED.javascript,kindergarten-garden,control_flow_loops
DEPRECATED.javascript,kindergarten-garden,strings
DEPRECATED.javascript,kindergarten-garden,text_formatting
DEPRECATED.javascript,binary-search,algorithms
DEPRECATED.javascript,binary-search,arrays
DEPRECATED.javascript,binary-search,control_flow_conditionals
DEPRECATED.javascript,binary-search,control_flow_loops
DEPRECATED.javascript,binary-search,recursion
DEPRECATED.javascript,binary-search-tree,algorithms
DEPRECATED.javascript,binary-search-tree,control_flow_conditionals
DEPRECATED.javascript,binary-search-tree,control_flow_loops
DEPRECATED.javascript,binary-search-tree,recursion
DEPRECATED.javascript,robot-simulator,control_flow_conditionals
DEPRECATED.javascript,robot-simulator,control_flow_loops
DEPRECATED.javascript,robot-simulator,exception_handling
DEPRECATED.javascript,robot-simulator,games
DEPRECATED.javascript,robot-simulator,parsing
DEPRECATED.javascript,robot-simulator,strings
DEPRECATED.javascript,nth-prime,algorithms
DEPRECATED.javascript,nth-prime,control_flow_conditionals
DEPRECATED.javascript,nth-prime,control_flow_loops
DEPRECATED.javascript,nth-prime,exception_handling
DEPRECATED.javascript,nth-prime,integers
DEPRECATED.javascript,nth-prime,mathematics
DEPRECATED.javascript,palindrome-products,algorithms
DEPRECATED.javascript,palindrome-products,control_flow_conditionals
DEPRECATED.javascript,palindrome-products,control_flow_loops
DEPRECATED.javascript,palindrome-products,exception_handling
DEPRECATED.javascript,palindrome-products,integers
DEPRECATED.javascript,palindrome-products,mathematics
DEPRECATED.javascript,say,control_flow_conditionals
DEPRECATED.javascript,say,control_flow_loops
DEPRECATED.javascript,say,exception_handling
DEPRECATED.javascript,say,integers
DEPRECATED.javascript,say,mathematics
DEPRECATED.javascript,say,strings
DEPRECATED.javascript,say,text_formatting
DEPRECATED.javascript,custom-set,arrays
DEPRECATED.javascript,custom-set,control_flow_conditionals
DEPRECATED.javascript,custom-set,control_flow_loops
DEPRECATED.javascript,custom-set,data_structures
DEPRECATED.javascript,custom-set,equality
DEPRECATED.javascript,custom-set,lists
DEPRECATED.javascript,custom-set,recursion
DEPRECATED.javascript,custom-set,sets
DEPRECATED.javascript,sum-of-multiples,control_flow_conditionals
DEPRECATED.javascript,sum-of-multiples,control_flow_loops
DEPRECATED.javascript,sum-of-multiples,integers
DEPRECATED.javascript,sum-of-multiples,lists
DEPRECATED.javascript,queen-attack,control_flow_conditionals
DEPRECATED.javascript,queen-attack,control_flow_loops
DEPRECATED.javascript,queen-attack,equality
DEPRECATED.javascript,queen-attack,exception_handling
DEPRECATED.javascript,queen-attack,optional_values
DEPRECATED.javascript,queen-attack,parsing
DEPRECATED.javascript,queen-attack,text_formatting
DEPRECATED.javascript,saddle-points,control_flow_conditionals
DEPRECATED.javascript,saddle-points,control_flow_loops
DEPRECATED.javascript,saddle-points,equality
DEPRECATED.javascript,saddle-points,exception_handling
DEPRECATED.javascript,saddle-points,integers
DEPRECATED.javascript,saddle-points,mathematics
DEPRECATED.javascript,saddle-points,matrices
DEPRECATED.javascript,saddle-points,optional_values
DEPRECATED.javascript,saddle-points,parsing
DEPRECATED.javascript,ocr-numbers,control_flow_conditionals
DEPRECATED.javascript,ocr-numbers,control_flow_loops
DEPRECATED.javascript,ocr-numbers,equality
DEPRECATED.javascript,ocr-numbers,exception_handling
DEPRECATED.javascript,ocr-numbers,integers
DEPRECATED.javascript,ocr-numbers,parsing
DEPRECATED.javascript,ocr-numbers,text_formatting
DEPRECATED.javascript,meetup,control_flow_conditionals
DEPRECATED.javascript,meetup,control_flow_loops
DEPRECATED.javascript,meetup,dates
DEPRECATED.javascript,meetup,equality
DEPRECATED.javascript,meetup,exception_handling
DEPRECATED.javascript,meetup,time
DEPRECATED.javascript,bracket-push,control_flow_conditionals
DEPRECATED.javascript,bracket-push,control_flow_loops
DEPRECATED.javascript,bracket-push,exception_handling
DEPRECATED.javascript,bracket-push,parsing
DEPRECATED.javascript,bracket-push,strings
DEPRECATED.javascript,two-bucket,algorithms
DEPRECATED.javascript,two-bucket,arrays
DEPRECATED.javascript,two-bucket,control_flow_conditionals
DEPRECATED.javascript,two-bucket,control_flow_loops
DEPRECATED.javascript,two-bucket,exception_handling
DEPRECATED.javascript,two-bucket,games
DEPRECATED.javascript,two-bucket,parsing
DEPRECATED.javascript,bowling,arrays
DEPRECATED.javascript,bowling,control_flow_conditionals
DEPRECATED.javascript,bowling,control_flow_loops
DEPRECATED.javascript,bowling,exception_handling
DEPRECATED.javascript,bowling,games
DEPRECATED.javascript,bowling,parsing
DEPRECATED.javascript,bowling,text_formatting
DEPRECATED.javascript,diamond,arrays
DEPRECATED.javascript,diamond,control_flow_conditionals
DEPRECATED.javascript,diamond,control_flow_loops
DEPRECATED.javascript,diamond,exception_handling
DEPRECATED.javascript,diamond,games
DEPRECATED.javascript,diamond,parsing
DEPRECATED.javascript,diamond,text_formatting
DEPRECATED.javascript,all-your-base,control_flow_conditionals
